NUMBER,GAS_USED,TXS,TIMESTAMP
239708,66150000,3150,1614081698
239709,29610000,1410,1614081701
239710,56343000,2683,1614081719
239711,38850000,1850,1614081760
239712,25557000,1217,1614081765
239713,66507000,3167,1614081776
239714,10521000,501,1614081778
239715,31416000,1496,1614081782
239716,15435000,735,1614081784
239717,19740000,940,1614081786
239718,72786000,3466,1614081798
239719,35364000,1684,1614081829
239720,50379000,2399,1614081842
239721,57498000,2738,1614081854
239722,50652000,2412,1614081869
239723,18417000,877,1614081875
239724,71589000,3409,1614081913
239725,13944000,664,1614081915
239726,25704000,1224,1614081918
239727,56658000,2698,1614081925
239728,37254000,1774,1614081995
239729,70623000,3363,1614082003
239730,13482000,642,1614082005
239731,78939000,3759,1614082017
239732,26250000,1250,1614082061
239733,28329000,1349,1614082064
239734,79821000,3801,1614082075
239735,23079000,1099,1614082082
239736,85071000,4051,1614082097
239737,0,0,1614082125
239738,85638000,4078,1614082136
239739,22407000,1067,1614082165
239740,54033000,2573,1614082172
239741,53088000,2528,1614082181
239742,16128000,768,1614082183
239743,69594000,3314,1614082200
239744,22428000,1068,1614082207
239745,62622000,2982,1614082230
239746,23100000,1100,1614082236
239747,72450000,3450,1614082248
239748,22050000,1050,1614082255
239749,29820000,1420,1614082259
239750,30639000,1459,1614082262
239751,51534000,2454,1614082269
239752,51597000,2457,1614082301
239753,55545000,2645,1614082310
239754,18123000,863,1614082312
239755,67704000,3224,1614082342
239756,20916000,996,1614082346
239757,64092000,3052,1614082386
239758,30072000,1432,1614082398
239759,11445000,545,1614082399
239760,73752000,3512,1614082438
239761,11508000,548,1614082450
239762,37464000,1784,1614082456
239763,9513000,453,1614082457
239764,75978000,3618,1614082476
239765,10542000,502,1614082477
239766,66822000,3182,1614082486
239767,15330000,730,1614082488
239768,14742000,702,1614082489
239769,70371000,3351,1614082523
239770,29379000,1399,1614082528
239771,22008000,1048,1614082530
239772,35742000,1702,1614082535
239773,50190000,2390,1614082548
239774,19509000,929,1614082550
239775,27993000,1333,1614082554
239776,73059000,3479,1614082565
239777,35091000,1671,1614082584
239778,69909000,3329,1614082604
239779,18900000,900,1614082609
239780,9933000,473,1614082610
239781,85659000,4079,1614082621
239782,14364000,684,1614082623
239783,72492000,3452,1614082632
239784,35658000,1698,1614082638
239785,55965000,2665,1614082648
239786,24276000,1156,1614082651
239787,61719000,2939,1614082667
239788,46452000,2212,1614082684
239789,60501000,2881,1614082697
239790,24549000,1169,1614082725
239791,82635000,3935,1614082739
239792,14154000,674,1614082771
239793,20496000,976,1614082773
239794,73626000,3506,1614082796
239795,12201000,581,1614082809
239796,22323000,1063,1614082812
239797,62895000,2995,1614082839
239798,22932000,1092,1614082843
239799,42105000,2005,1614082848
239800,58800000,2800,1614082859
239801,49350000,2350,1614082876
239802,58800000,2800,1614082892
239803,8904000,424,1614082895
239804,37296000,1776,1614082900
239805,54054000,2574,1614082951
239806,20265000,965,1614082954
239807,85617000,4077,1614082964
239808,22533000,1073,1614082967
239809,62559000,2979,1614082997
239810,45591000,2171,1614083040
239811,41559000,1979,1614083050
239812,34566000,1646,1614083056
239813,38430000,1830,1614083060
239814,47061000,2241,1614083074
239815,14280000,680,1614083076
239816,85722000,4082,1614083099
239817,22428000,1068,1614083108
239818,39522000,1882,1614083113
239819,60900000,2900,1614083124
239820,24465000,1165,1614083134
239821,21861000,1041,1614083138
239822,63714000,3034,1614083154
239823,34272000,1632,1614083161
239824,51744000,2464,1614083195
239825,7539000,359,1614083196
239826,78372000,3732,1614083238
239827,29778000,1418,1614083254
239828,63735000,3035,1614083266
239829,44415000,2115,1614083286
239830,40824000,1944,1614083307
239831,20370000,970,1614083314
239832,73500000,3500,1614083339
239833,21441000,1021,1614083345
239834,18648000,888,1614083347
239835,82488000,3928,1614083358
239836,13881000,661,1614083373
239837,74718000,3558,1614083386
239838,19488000,928,1614083389
239839,19971000,951,1614083392
239840,10248000,488,1614083393
239841,76818000,3658,1614083416
239842,16632000,792,1614083418
239843,11298000,538,1614083419
239844,43638000,2078,1614083425
239845,35637000,1697,1614083429
239846,31479000,1499,1614083433
239847,76587000,3647,1614083442
239848,9576000,456,1614083444
239849,33789000,1609,1614083448
239850,53529000,2549,1614083454
239851,32928000,1568,1614083458
239852,39291000,1871,1614083463
239853,68859000,3279,1614083498
239854,28182000,1342,1614083502
239855,74676000,3556,1614083524
239856,22302000,1062,1614083540
239857,42609000,2029,1614083545
239858,24927000,1187,1614083548
239859,60144000,2864,1614083563
239860,46221000,2201,1614083599
239861,37149000,1769,1614083607
239862,50022000,2382,1614083628
239863,36414000,1734,1614083639
239864,48405000,2305,1614083665
239865,59745000,2845,1614083686
239866,35616000,1696,1614083690
239867,65100000,3100,1614083701
239868,21903000,1043,1614083705
239869,71400000,3400,1614083716
239870,9765000,465,1614083718
239871,30744000,1464,1614083721
239872,32886000,1566,1614083725
239873,34734000,1654,1614083730
239874,39648000,1888,1614083735
239875,39900000,1900,1614083740
239876,34272000,1632,1614083744
239877,50841000,2421,1614083759
239878,43869000,2089,1614083768
239879,32025000,1525,1614083775
239880,53571000,2551,1614083803
239881,50085000,2385,1614083812
239882,35196000,1676,1614083842
239883,41958000,1998,1614083847
239884,26712000,1272,1614083850
239885,30618000,1458,1614083854
239886,75705000,3605,1614083863
239887,25788000,1228,1614083875
239888,14721000,701,1614083876
239889,83034000,3954,1614083887
239890,5733000,273,1614083899
239891,19950000,950,1614083902
239892,48216000,2296,1614083908
239893,38850000,1850,1614083934
239894,45255000,2155,1614083956
239895,8421000,401,1614083960
239896,33201000,1581,1614083964
239897,20937000,997,1614083967
239898,70077000,3337,1614083979
239899,37926000,1806,1614083995
239900,39732000,1892,1614084000
239901,64701000,3081,1614084021
239902,21294000,1014,1614084049
239903,63714000,3034,1614084068
239904,28812000,1372,1614084095
239905,48405000,2305,1614084103
239906,29484000,1404,1614084107
239907,59724000,2844,1614084114
239908,47124000,2244,1614084125
239909,51450000,2450,1614084157
239910,22050000,1050,1614084165
239911,28287000,1347,1614084168
239912,57687000,2747,1614084184
239913,22176000,1056,1614084191
239914,71274000,3394,1614084237
239915,18900000,900,1614084261
239916,81774000,3894,1614084279
239917,14889000,709,1614084292
239918,15855000,755,1614084294
239919,35301000,1681,1614084298
239920,31227000,1487,1614084302
239921,54621000,2601,1614084332
239922,25578000,1218,1614084338
239923,50631000,2411,1614084344
239924,57519000,2739,1614084354
239925,24675000,1175,1614084358
239926,67200000,3200,1614084396
239927,29463000,1403,1614084410
239928,66507000,3167,1614084419
239929,37233000,1773,1614084436
239930,50442000,2402,1614084469
239931,12600000,600,1614084470
239932,72954000,3474,1614084486
239933,22050000,1050,1614084498
239934,40110000,1910,1614084504
239935,58590000,2790,1614084527
239936,49560000,2360,1614084545
239937,36141000,1721,1614084558
239938,22449000,1069,1614084561
239939,63504000,3024,1614084576
239940,43260000,2060,1614084586
239941,41895000,1995,1614084614
239942,54306000,2586,1614084661
239943,41937000,1997,1614084672
239944,43134000,2054,1614084831
239945,44457000,2117,1614084841
239946,48321000,2301,1614084865
239947,20664000,984,1614084868
239948,37401000,1781,1614084873
239949,70749000,3369,1614084908
239950,28182000,1342,1614084912
239951,57834000,2754,1614084957
239952,29316000,1396,1614084974
239953,41433000,1973,1614084980
239954,58863000,2803,1614084987
239955,8589000,409,1614084988
239956,76818000,3658,1614085003
239957,14070000,670,1614085016
239958,18753000,893,1614085019
239959,66612000,3172,1614085035
239960,19404000,924,1614085048
239961,84399000,4019,1614085065
239962,19404000,924,1614085078
239963,85008000,4048,1614085091
239964,23142000,1102,1614085105
239965,62790000,2990,1614085115
239966,27762000,1322,1614085135
239967,76881000,3661,1614085155
239968,19446000,926,1614085160
239969,7707000,367,1614085161
239970,81963000,3903,1614085171
239971,24843000,1183,1614085174
239972,60333000,2873,1614085188
239973,22974000,1094,1614085194
239974,58800000,2800,1614085201
239975,23667000,1127,1614085204
239976,69636000,3316,1614085226
239977,37779000,1799,1614085234
239978,19425000,925,1614085237
239979,26985000,1285,1614085240
239980,77175000,3675,1614085264
239981,30975000,1475,1614085283
239982,16653000,793,1614085285
239983,69174000,3294,1614085302
239984,38976000,1856,1614085312
239985,46284000,2204,1614085345
239986,55020000,2620,1614085356
239987,53130000,2530,1614085400
239988,49770000,2370,1614085419
239989,12180000,580,1614085422
239990,72849000,3469,1614085461
239991,18900000,900,1614085485
239992,85386000,4066,1614085498
239993,20139000,959,1614085510
239994,69111000,3291,1614085529
239995,23352000,1112,1614085539
239996,25200000,1200,1614085544
239997,54600000,2600,1614085550
239998,30576000,1456,1614085578
239999,71421000,3401,1614085606
240000,22323000,1063,1614085609
240001,78582000,3742,1614085632
240002,29568000,1408,1614085679
240003,41832000,1992,1614085685
240004,43785000,2085,1614085700
240005,11193000,533,1614085701
240006,31416000,1496,1614085705
240007,71253000,3393,1614085714
240008,16926000,806,1614085726
240009,68124000,3244,1614085745
240010,40026000,1906,1614085789
240011,26124000,1244,1614085793
240012,59220000,2820,1614085810
240013,48930000,2330,1614085833
240014,33894000,1614,1614085840
240015,11424000,544,1614085841
240016,21126000,1006,1614085844
240017,64071000,3051,1614085862
240018,27930000,1330,1614085868
240019,62370000,2970,1614085890
240020,30135000,1435,1614085902
240021,44583000,2123,1614085910
240022,13209000,629,1614085912
240023,85806000,4086,1614085922
240024,22344000,1064,1614085928
240025,45633000,2173,1614085934
240026,56637000,2697,1614085941
240027,28686000,1366,1614085957
240028,74760000,3560,1614085968
240029,13650000,650,1614085972
240030,24675000,1175,1614085975
240031,61131000,2911,1614085983
240032,39291000,1871,1614085994
240033,16296000,776,1614085996
240034,25977000,1237,1614085999
240035,59010000,2810,1614086014
240036,49140000,2340,1614086033
240037,8694000,414,1614086034
240038,76797000,3657,1614086052
240039,22659000,1079,1614086110
240040,58191000,2771,1614086118
240041,42000000,2000,1614086128
240042,22050000,1050,1614086131
240043,13902000,662,1614086133
240044,72009000,3429,1614086151
240045,23352000,1112,1614086163
240046,27132000,1292,1614086167
240047,54957000,2617,1614086174
240048,53193000,2533,1614086181
240049,32130000,1530,1614086195
240050,75306000,3586,1614086210
240051,15414000,734,1614086212
240052,6279000,299,1614086213
240053,51597000,2457,1614086219
240054,56553000,2693,1614086230
240055,51597000,2457,1614086243
240056,45192000,2152,1614086251
240057,40341000,1921,1614086293
240058,66339000,3159,1614086305
240059,19173000,913,1614086359
240060,70791000,3371,1614086370
240061,22659000,1079,1614086377
240062,79233000,3773,1614086415
240063,6258000,298,1614086420
240064,10773000,513,1614086421
240065,74298000,3538,1614086439
240066,23079000,1099,1614086443
240067,62433000,2973,1614086462
240068,22638000,1078,1614086466
240069,66927000,3187,1614086474
240070,37800000,1800,1614086485
240071,65499000,3119,1614086497
240072,4410000,210,1614086500
240073,81438000,3878,1614086515
240074,12810000,610,1614086528
240075,85890000,4090,1614086543
240076,22260000,1060,1614086564
240077,78540000,3740,1614086582
240078,16632000,792,1614086584
240079,68544000,3264,1614086598
240080,22974000,1094,1614086605
240081,62853000,2993,1614086631
240082,45297000,2157,1614086654
240083,31227000,1487,1614086659
240084,42525000,2025,1614086664
240085,38997000,1857,1614086669
240086,69153000,3293,1614086678
240087,30072000,1432,1614086685
240088,33054000,1574,1614086689
240089,40467000,1927,1614086694
240090,67683000,3223,1614086703
240091,37821000,1801,1614086708
240092,47838000,2278,1614086722
240093,59955000,2855,1614086735
240094,48195000,2295,1614086750
240095,9093000,433,1614086752
240096,15624000,744,1614086754
240097,69972000,3332,1614086781
240098,21462000,1022,1614086787
240099,8274000,394,1614086788
240100,50253000,2393,1614086794
240101,26838000,1278,1614086797
240102,66255000,3155,1614086805
240103,16863000,803,1614086807
240104,11298000,538,1614086809
240105,30807000,1467,1614086813
240106,54390000,2590,1614086855
240107,53760000,2560,1614086900
240108,13986000,666,1614086905
240109,71736000,3416,1614086933
240110,12159000,579,1614086935
240111,73374000,3494,1614086961
240112,21882000,1042,1614086968
240113,58716000,2796,1614086977
240114,27552000,1312,1614086981
240115,13734000,654,1614086983
240116,36981000,1761,1614086988
240117,49035000,2335,1614087005
240118,41685000,1985,1614087012
240119,43449000,2069,1614087027
240120,64701000,3081,1614087071
240121,31983000,1523,1614087081
240122,68817000,3277,1614087101
240123,35238000,1678,1614087117
240124,65793000,3133,1614087128
240125,32592000,1552,1614087151
240126,46179000,2199,1614087159
240127,48300000,2300,1614087183
240128,22050000,1050,1614087190
240129,75432000,3592,1614087202
240130,19068000,908,1614087221
240131,66612000,3172,1614087243
240132,21168000,1008,1614087268
240133,20538000,978,1614087270
240134,67494000,3214,1614087279
240135,40656000,1936,1614087286
240136,50190000,2390,1614087323
240137,46410000,2210,1614087343
240138,44688000,2128,1614087394
240139,54159000,2579,1614087406
240140,53991000,2571,1614087424
240141,33600000,1600,1614087433
240142,51450000,2450,1614087493
240143,33432000,1592,1614087501
240144,58800000,2800,1614087522
240145,6426000,306,1614087527
240146,72135000,3435,1614087536
240147,36015000,1715,1614087585
240148,52773000,2513,1614087596
240149,17178000,818,1614087598
240150,68775000,3275,1614087640
240151,30660000,1460,1614087689
240152,22155000,1055,1614087691
240153,63609000,3029,1614087719
240154,44541000,2121,1614087739
240155,40614000,1934,1614087762
240156,54831000,2611,1614087772
240157,45444000,2164,1614087782
240158,39606000,1886,1614087811
240159,46011000,2191,1614087824
240160,22533000,1073,1614087827
240161,63315000,3015,1614087855
240162,44835000,2135,1614087874
240163,63315000,3015,1614087887
240164,13041000,621,1614087890
240165,11424000,544,1614087892
240166,73647000,3507,1614087913
240167,29274000,1394,1614087937
240168,14868000,708,1614087939
240169,67788000,3228,1614087947
240170,27468000,1308,1614087985
240171,66402000,3162,1614087996
240172,40425000,1925,1614088004
240173,60753000,2893,1614088013
240174,44751000,2131,1614088030
240175,53403000,2543,1614088041
240176,31227000,1487,1614088050
240177,73773000,3513,1614088094
240178,22050000,1050,1614088099
240179,63504000,3024,1614088117
240180,17640000,840,1614088120
240181,67347000,3207,1614088148
240182,37107000,1767,1614088180
240183,29442000,1402,1614088186
240184,56322000,2682,1614088192
240185,10878000,518,1614088194
240186,80094000,3814,1614088204
240187,28056000,1336,1614088211
240188,48930000,2330,1614088220
240189,46956000,2236,1614088231
